Protein,A1,A2,A3,A4,A5,A6,A7,A8,B9,B10,B11,B12,B13,B14,B15,B16
Fbl,266194.59375,354575.03125,242220.5,319382.34375,464732.875,271011.625,249455.28125,246423.765625,243980.890625,320963.28125,278026.40625,276796.6875,382374.15625,381985.1875,317694.5,293243.5625
Fbln1,77728.828125,335477.625,69447.984375,124028.921875,198918.84375,50805.7265625,93139.4296875,87508.5546875,99760.9375,72018.21875,61404.140625,81247.3515625,107282.140625,58397.98046875,66444.1875,86196.0703125
Fbp1,0.0,10581.8193359375,14089.0732421875,10420.22265625,11958.875,7793.294921875,6221.91259765625,7623.451171875,7290.130859375,6393.13037109375,7405.3564453125,0.0,4242.5517578125,4707.1162109375,6418.6484375,0.0
Fbp2,53042.34765625,98666.6875,61487.3984375,0.0,0.0,27109.875,33692.125,14752.9951171875,42225.27734375,16366.6337890625,41560.44140625,28105.02734375,11239.126953125,0.0,24561.15234375,13336.55859375
Fbxl22,59137.65625,16394.697265625,0.0,88916.609375,68481.0234375,56328.4375,95448.0078125,70521.0234375,100707.09375,126926.203125,142355.6875,94612.4765625,123465.890625,64056.15625,98714.6640625,89658.546875
Fbxl6,0.0,44317.12109375,31854.8125,86647.484375,0.0,0.0,21987.4296875,0.0,22922.357421875,19831.5625,13818.7958984375,0.0,16725.43359375,16285.2861328125,10026.919921875,21178.140625
Fbxl8,71942.8515625,93706.609375,64115.578125,92307.890625,81831.03125,50901.04296875,55527.39453125,41781.6796875,38930.40625,48868.59765625,39364.73046875,47442.44140625,46039.3828125,49794.515625,69207.1796875,53847.73828125
Fbxo10,5561.90087890625,3311.47680664062,5432.87060546875,0.0,0.0,11693.412109375,0.0,10814.3056640625,11201.8564453125,9162.2705078125,7043.19091796875,4471.474609375,5761.6376953125,7970.01025390625,10408.916015625,7340.7197265625
Fbxo16,86529.7734375,40098.6484375,90487.8203125,0.0,148426.109375,65780.4140625,47626.7109375,61315.2734375,71691.4296875,66857.015625,61055.4921875,59364.85546875,63453.83203125,61403.703125,86820.203125,71630.6875
Fbxo2,126124.2734375,165875.75,83537.59375,0.0,83996.640625,88430.96875,64768.23046875,81793.4921875,99570.0078125,114182.9453125,116744.359375,77421.15625,73991.640625,85533.3828125,89773.546875,72281.359375
Fbxo21,9030.9775390625,4320.42529296875,7506.771484375,11833.3740234375,0.0,6936.9150390625,9451.7421875,4349.77392578125,8291.09765625,5980.1201171875,2025.44128417968,3773.17700195312,3865.44018554687,0.0,1584.31140136718,3200.59936523437
Fbxo22,494615.96875,426530.6875,471171.46875,307606.65625,381866.40625,365260.3125,328643.28125,325879.71875,263517.625,345715.75,304177.40625,275114.71875,347484.875,329914.53125,414710.46875,355666.0625
Fbxo3,128668.5234375,50680.02734375,57475.0546875,0.0,0.0,46224.4609375,55700.75,68285.7890625,66826.171875,60750.55859375,60990.75,52494.7578125,57506.03515625,52908.01953125,57855.36328125,56133.6796875
Fbxo36,37596.875,61697.33203125,29856.693359375,0.0,35324.4453125,46848.171875,43013.1875,30144.6328125,29364.74609375,19085.095703125,21595.125,27627.39453125,33940.5390625,25442.763671875,19364.30859375,21419.783203125
Fbxo38,50530.3359375,27087.970703125,55197.09375,10477.3720703125,12648.853515625,42299.546875,21447.130859375,18950.611328125,22658.357421875,22432.78125,23927.876953125,27940.03125,21763.025390625,25194.134765625,22091.443359375,18273.5078125
Fbxo4,158320.859375,119936.328125,118324.1328125,101067.1484375,84578.828125,136255.421875,92238.9453125,116048.2265625,158115.53125,143426.296875,168331.03125,160696.578125,109642.8828125,135399.140625,174647.828125,145695.015625
Fbxo42,22718.294921875,0.0,26543.033203125,56478.12890625,0.0,0.0,35078.66015625,34541.2734375,23203.8046875,30914.3984375,17431.67578125,22478.79296875,10061.306640625,19670.666015625,27057.580078125,12562.908203125
Fbxo45,7284.75390625,0.0,0.0,40185.71875,12199.3642578125,10875.880859375,7923.65283203125,0.0,9843.45703125,10076.767578125,9210.0087890625,7631.48193359375,8189.40380859375,8708.6279296875,9321.033203125,6956.1435546875
Fbxo6,499406.625,449733.5625,433179.71875,644278.3125,382423.09375,398374.34375,387640.71875,406170.28125,427885.03125,448185.5625,415050.84375,434460.71875,339666.0,434305.65625,419200.375,369605.125
Fbxo7,74618.046875,222341.21875,115336.984375,275705.5,321816.21875,236908.34375,204591.328125,110047.7265625,91194.4140625,54834.85546875,81047.703125,35013.45703125,54907.14453125,55752.828125,66575.640625,67735.359375
Fbxw11,241271.359375,183136.90625,169089.46875,37289.28515625,29451.02734375,147937.0,91625.9609375,142034.671875,171198.859375,195828.125,152856.859375,132008.71875,128392.6953125,187440.46875,242253.125,173453.40625
Fcer1g,0.0,0.0,0.0,0.0,0.0,0.0,14309.732421875,0.0,0.0,0.0,0.0,0.0,56448.87890625,65769.84375,0.0,0.0
Fcho2,206131.21875,167386.875,173615.4375,218605.515625,145584.046875,172447.828125,138927.28125,185351.796875,155221.546875,169494.734375,176336.9375,160686.8125,157773.734375,158072.96875,150404.9375,161163.6875
Fchsd2,42998.77734375,45944.66796875,32398.19140625,86013.7578125,23130.939453125,34382.796875,23353.20703125,33591.31640625,45928.06640625,48534.78515625,42553.1875,40772.33203125,41011.625,35039.4453125,39464.62890625,40371.65234375
Fcsk,428395.5,310859.90625,320995.25,395209.25,265613.3125,295173.6875,270556.25,280803.46875,242269.421875,260027.234375,253212.171875,239434.578125,228336.203125,229822.296875,240078.359375,235120.59375
Fdft1,29085.96875,50456.21484375,11418.9423828125,0.0,51654.83203125,0.0,44751.21484375,27512.501953125,46428.02734375,37541.3984375,24829.126953125,31734.591796875,26772.740234375,17919.763671875,26331.708984375,26380.806640625
Fdps,2790833.5,2092133.375,2975834.75,2367539.0,864569.875,2821175.5,1503502.625,1913957.5,1694061.75,1429783.875,1667149.625,1973744.0,1146400.875,1471894.75,1395894.875,1551787.625
Fdx1,481030.46875,522954.375,832247.5,1265666.625,1077070.125,982104.375,822050.3125,829400.4375,703179.9375,726285.5625,947894.875,649702.0625,700110.75,602849.0,758777.75,821085.3125
Fdx2,0.0,47597.3515625,0.0,0.0,0.0,0.0,0.0,19820.478515625,34448.125,43800.30859375,39561.91015625,25032.521484375,45848.11328125,46012.05859375,37954.40625,41358.9375
Fdxr,1483510.375,1617081.625,1568346.25,2265570.75,2803888.5,1612481.0,1828045.875,1761237.875,1412024.625,1772605.125,1585634.75,1386445.875,1756426.875,1542767.75,1619919.375,1663525.25
Fech,337085.96875,301139.5,361436.78125,660964.625,553416.0625,360033.3125,415280.96875,371828.0,323904.34375,345838.21875,309497.03125,296787.0625,474397.5625,357611.40625,350506.4375,392961.78125
Fen1,143555.25,102967.109375,100406.5078125,42576.59375,96709.796875,76473.5859375,51431.890625,73541.4921875,111817.109375,121902.5078125,123337.65625,80845.6640625,122296.5234375,155341.890625,108780.3359375,126825.578125
Fer,38262.69921875,34584.9296875,40107.9296875,88816.484375,0.0,14455.6474609375,26059.912109375,35512.08984375,30174.5859375,26667.0703125,24590.259765625,23026.3671875,22104.541015625,26792.2578125,27797.53515625,31175.546875
Fermt1,83832.53125,41037.55859375,59525.41796875,68466.7890625,55689.1640625,53141.2734375,43778.3359375,57522.34375,79150.0,76113.7109375,57863.1953125,58604.21484375,96289.0625,75935.125,107323.15625,73350.375
Fermt2,372583.40625,241540.78125,337989.8125,352474.84375,204035.90625,313653.84375,251571.390625,264180.25,257971.1875,268263.0,292278.5625,244054.484375,212651.359375,208820.671875,269774.21875,262321.53125
Fermt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185273.140625,118239.703125,0.0,0.0
Fes,0.0,0.0,48909.58203125,0.0,0.0,8467.5341796875,21657.595703125,0.0,30474.30859375,40997.39453125,43401.453125,35374.359375,36669.5390625,61882.390625,46770.71875,33755.0390625
Fgd2,0.0,4805.826171875,2157.36352539062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2328.23657226562,0.0
Fgd4,74516.4765625,50908.3359375,67865.4453125,41012.8203125,92864.3203125,63236.68359375,78638.6875,81932.4453125,47974.3828125,61378.0703125,25282.08984375,31622.3046875,58057.078125,31698.349609375,24267.73828125,30329.85546875
Fgf1,306960.375,268750.6875,332081.59375,154256.21875,133649.609375,229366.15625,161105.671875,215152.359375,113549.8515625,169589.03125,152047.375,136672.40625,136599.21875,154991.78125,229370.828125,183440.453125
Fgfr4,0.0,8254.48046875,0.0,85652.46875,0.0,47977.96875,46723.234375,53638.27734375,19547.453125,0.0,65128.859375,36814.08984375,0.0,0.0,56721.66796875,3843.62866210937
Fggy,41782.01953125,0.0,18614.70703125,8606.9267578125,35155.00390625,21214.251953125,17892.84765625,19014.185546875,14442.4990234375,16268.255859375,12967.69921875,14790.712890625,14153.4951171875,17512.083984375,18787.767578125,14891.6337890625
Fgr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26792.51953125,29211.6953125,0.0,0.0
Fh,4996792.5,4401170.5,5900072.0,4612647.5,4453097.5,4245184.5,5262316.0,5318973.5,4485813.0,4508700.0,5536524.0,4756010.5,5372263.0,4928425.0,4919598.5,5399312.0
Fhdc1,30114.34375,24237.47265625,17775.837890625,0.0,25263.34765625,0.0,16666.85546875,11437.05078125,11472.5830078125,12329.5791015625,13982.703125,13749.51953125,12278.880859375,12282.7978515625,16653.5,17305.576171875
Fhip1a,65173.875,62797.94140625,61720.13671875,126663.546875,91654.625,60772.7109375,47851.6171875,51742.97265625,39671.6875,29249.306640625,33374.87109375,32021.7578125,27667.005859375,26158.748046875,25984.501953125,28598.5390625
Fhip1b,34053.171875,28323.115234375,33608.234375,48053.22265625,33465.2265625,38060.08203125,21114.720703125,23957.572265625,30937.10546875,46325.640625,39709.88671875,33766.015625,26832.275390625,41234.30078125,31873.302734375,38635.99609375
Fhip2a,206804.4375,196464.796875,176653.515625,192362.140625,141093.984375,246381.84375,178563.15625,196389.75,157144.734375,153137.515625,175232.4375,142690.953125,115526.0703125,142793.5,150081.96875,132067.78125
Fhip2b,0.0,7055.6865234375,20117.21484375,0.0,0.0,4665.35693359375,0.0,11920.583984375,8876.9287109375,0.0,8721.4443359375,10581.173828125,10362.486328125,14569.234375,0.0,0.0
Fhit,59084.72265625,130933.5625,73741.40625,88628.7890625,100809.4296875,43446.625,53077.81640625,33718.63671875,22466.990234375,38480.94921875,49199.734375,33612.109375,44317.7890625,33317.99609375,29424.345703125,43689.7578125
Fhl1,570812.125,486739.34375,575696.9375,472808.90625,664412.0,559552.625,609883.125,598139.75,422590.09375,480580.03125,451580.90625,513981.03125,648516.9375,605133.5625,787400.5,617431.125
Fhl2,2298.41528320312,0.0,0.0,0.0,0.0,864.766357421875,0.0,0.0,1854.861328125,3627.09716796875,4028.0771484375,3344.69702148437,5643.982421875,5630.5537109375,4212.22998046875,3193.95922851562
Fhod1,232438.46875,211347.484375,194276.90625,101922.8515625,39161.22265625,149520.8125,142680.109375,148226.25,166209.640625,130882.6171875,187720.171875,161435.859375,149593.203125,166647.546875,159618.953125,130097.4765625
Fibp,103031.171875,101398.3984375,82463.6171875,107517.296875,88962.8359375,69775.6328125,74732.7578125,81944.9921875,84845.21875,105224.765625,96017.9921875,92923.78125,112917.1171875,93633.1484375,109161.9921875,98510.359375
Fig4,40452.66015625,34957.14453125,24597.484375,35484.54296875,24774.6875,29259.828125,16740.30859375,30158.42578125,28605.189453125,21399.966796875,21008.478515625,24843.08984375,17430.310546875,18325.88671875,17825.0390625,23562.255859375
Filip1l,18630.607421875,63190.0625,3447.67163085937,0.0,0.0,5726.697265625,0.0,20722.701171875,15874.31640625,10945.83203125,12306.9326171875,0.0,0.0,10732.6572265625,7139.369140625,0.0
Fip1l1,143605.21875,189397.0625,241979.5,217588.734375,234511.328125,182905.078125,162236.953125,177740.15625,158969.171875,153639.09375,150655.359375,158750.875,200940.71875,139220.453125,185583.15625,148411.359375
Fis1,109744.921875,133839.734375,164683.21875,129880.5625,136473.796875,70260.0859375,92735.5,89254.3046875,77444.2734375,71780.03125,64830.09765625,84101.765625,72442.203125,90895.8125,59615.3125,84640.2109375
Fiz1,8857.0126953125,12063.8994140625,0.0,18598.19140625,10666.658203125,6771.701171875,7357.07080078125,6958.45068359375,6117.00146484375,10393.4248046875,9833.7060546875,9040.4853515625,10546.1376953125,8228.54296875,7023.93408203125,8344.3818359375
Fkbp11,0.0,29835.763671875,0.0,0.0,0.0,12435.177734375,19841.736328125,34468.44140625,25990.640625,33061.703125,12038.22265625,29490.126953125,49647.8125,67268.0234375,25082.83203125,26373.525390625
Fkbp15,143732.53125,152794.71875,171651.859375,225859.90625,161981.59375,165886.40625,142752.5,139344.0,149080.859375,114789.46875,141888.453125,142583.59375,119531.46875,131860.8125,96488.8515625,137044.921875
Fkbp1a,111803.9453125,167067.171875,194945.078125,131585.390625,135565.703125,169401.71875,204384.71875,201610.78125,201388.34375,290586.375,371007.0625,232165.515625,327127.6875,241742.875,225853.015625,338849.75
Fkbp2,430617.0625,591266.5625,760833.9375,1446542.875,1284684.75,1027009.125,1040394.5,676142.875,630094.75,633438.5625,868866.6875,708448.0,805578.3125,882240.5625,564272.75,736780.3125
Fkbp3,300175.3125,236224.0,306533.21875,398871.90625,334429.84375,287377.5625,270893.625,249665.125,258863.765625,242544.0,268677.4375,268141.3125,303285.15625,253141.65625,274805.9375,330294.96875
Fkbp4,2477280.75,1609781.125,2337634.0,1423274.75,1586336.375,2214467.75,2374702.75,2325921.0,2183021.75,2542986.0,2686483.75,2270618.0,2626819.0,2039856.875,2599756.5,2625948.75
Fkbp5,48803.83203125,62745.75390625,43293.578125,74192.5234375,79479.4296875,52237.890625,48184.69921875,42119.14453125,59810.24609375,60422.25390625,55761.7109375,54091.765625,106656.9453125,63327.6171875,52814.265625,60055.6171875
Fkbp8,151547.203125,315712.96875,139233.296875,364126.46875,421601.375,81536.375,213161.75,119427.515625,157955.359375,178962.1875,112905.8515625,148549.046875,134297.53125,140284.65625,97750.9609375,100288.078125
Fkbp9,129704.4296875,150553.0625,97897.71875,137266.25,118673.375,85652.75,71502.6875,80246.421875,73240.40625,79924.515625,91113.578125,82605.03125,75964.1640625,91273.1171875,93027.484375,83431.6015625
Flad1,86927.6171875,89067.09375,84002.1796875,111944.9609375,152683.171875,85508.9375,113063.5859375,97638.9609375,93546.6640625,114854.0703125,101386.78125,105341.0859375,113536.265625,100460.9609375,112610.515625,122501.640625
Flcn,27993.228515625,12093.05859375,22556.857421875,0.0,0.0,9876.7451171875,0.0,8655.3564453125,11199.5546875,10086.365234375,10430.353515625,9365.705078125,0.0,8639.376953125,10598.404296875,6485.40185546875
Flii,1039195.375,925213.625,950804.3125,1303803.125,862249.3125,857186.75,794661.125,859281.0625,883753.5,925511.1875,979930.0,882185.1875,780600.5,909059.9375,899487.25,825893.5
Flna,3440882.25,2554241.25,2744743.75,4318746.0,2244954.75,2806440.75,2356674.5,2697217.25,1782266.75,1807868.625,1784885.125,1543716.75,2182479.5,2207327.75,1385758.25,1500946.75
Flnb,2116126.0,1788688.75,1742552.0,2735338.25,1966907.875,1880063.625,1878073.875,1858996.125,1782115.875,1772649.875,2050559.125,1791994.0,1650359.75,1671037.0,1636134.375,1803346.75
Flnc,6295441.0,3663336.25,4330493.0,2015089.125,1653244.625,3790387.75,3194997.75,4450159.0,3588744.25,3636030.5,3509831.25,2800817.0,3618228.0,3250397.75,3095692.75,2925543.75
Flot1,84924.8671875,87089.515625,46299.08203125,145569.234375,92554.1328125,105178.359375,68851.140625,48502.265625,67417.0,68546.25,47669.671875,102951.59375,70906.9453125,89852.84375,42420.87890625,61661.421875
Flot2,54615.66015625,32178.388671875,34522.19921875,0.0,160253.328125,36239.9140625,62788.1953125,32247.56640625,56039.0703125,80255.9140625,49463.35546875,92662.796875,81983.96875,67718.546875,52319.41015625,43683.35546875
Fmnl1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929.84594726562,18134.615234375,0.0,321449.3125,38476.74609375,30839.53125,0.0,0.0
Fmo1,252160.578125,322075.375,257999.265625,297838.25,856509.5,190313.328125,392484.25,265070.90625,389926.5,414786.21875,336524.9375,319408.625,376939.59375,301982.21875,346291.75,330167.4375
Fmo2,4292996.5,5630386.0,3587958.5,5701969.0,11930819.0,3914830.0,7341019.0,5391928.0,6148223.0,7654101.0,7101719.0,6176037.0,7926435.5,4903922.0,6673703.5,6401665.5
Fmo3,3285771.5,4713089.5,2807623.25,3891468.0,13301949.0,2375434.75,8009817.5,4330918.5,4507761.5,4943488.5,3570886.5,4415025.5,4186124.75,3483355.0,3818524.75,3509240.0
Fmo5,55028.11328125,55892.7421875,45368.3359375,41496.82421875,83380.1953125,28894.7890625,62076.0234375,41996.59375,35920.07421875,44254.7578125,29735.33203125,36701.88671875,72081.3359375,65516.828125,68420.125,36317.00390625
Fmr1,89002.4765625,133437.828125,96949.15625,171242.21875,109430.6015625,94409.4375,97085.0078125,97138.46875,98888.828125,101105.703125,95126.9609375,84586.734375,95128.71875,85518.359375,104249.9375,80489.1171875
Fn1,114967.171875,59407.5625,45307.07421875,48591.94140625,143201.59375,41673.125,71039.0078125,69858.7734375,51373.41015625,48963.69921875,38881.66796875,37679.265625,64869.91015625,40494.31640625,65042.35546875,63089.58203125
Fn3k,5931.00390625,0.0,22065.65625,0.0,0.0,52627.6015625,40909.25390625,42667.98828125,30006.546875,25673.716796875,20452.068359375,29851.7421875,25010.41015625,19798.212890625,39286.80078125,30649.65625
Fn3krp,204330.015625,162506.140625,185237.34375,242440.671875,286305.65625,226257.625,202976.75,216488.390625,183846.953125,215732.9375,171785.234375,182563.234375,193824.6875,218381.171875,238512.375,235178.484375
Fnbp1,63884.18359375,0.0,24831.607421875,27784.0234375,29175.3359375,30166.27734375,27051.05859375,46577.62109375,39412.50390625,45028.5859375,45993.10546875,36236.58984375,66712.6328125,69050.0,40865.4296875,44555.87109375
